Timestamp,Latitude,Longitude,Altitude,Ground Speed,Vertical Speed,Heading,Roll,Pitch,Yaw,Battery Voltage,Battery Current,Battery Remaining,RSSI,Ping,Data Loss,GPS Fix Type,GPS Satellites,System Status,Flight Mode
5.842,41.2642846,28.7009772,101.22000122070312,0.060819514095783234,,104,1.0325269539068207,0.8232956346277045,,0.001,56.08,66,,,,,,,
5.845,41.2642849,28.7009773,100.3499984741211,0.06604190170764923,,104,0.5800770805951933,2.9028397887655277,,0.001,56.08,66,,,,,,,
5.916,41.2642849,28.7009773,100.31999969482422,0.05626334995031357,,103,0.9477216176246499,1.6933464754450849,,0.001,56.08,66,,,,,,,
9.607,41.2642849,28.7009773,100.31999969482422,0.05626334995031357,,103,0.9477216176246499,1.6933464754450849,,0.001,56.08,66,,,,,,,
10.166,41.2642849,28.7009773,100.31999969482422,0.05626334995031357,,103,0.9477216176246499,1.6933464754450849,,0.001,56.08,66,,,,,,,
10.503,41.2642849,28.7009773,100.31999969482422,0.05626334995031357,,103,0.9477216176246499,1.6933464754450849,,0.001,56.08,66,,,,,,,
11.190,41.2642849,28.7009773,100.31999969482422,0.05626334995031357,,103,0.9477216176246499,1.6933464754450849,,0.001,56.08,66,,,,,,,
11.543,41.2642849,28.7009773,100.31999969482422,0.05626334995031357,,103,0.9477216176246499,1.6933464754450849,,0.001,56.08,66,,,,,,,
12.247,41.2642849,28.7009773,100.31999969482422,0.05626334995031357,,103,0.9477216176246499,1.6933464754450849,,0.001,56.08,66,,,,,,,
12.583,41.2642849,28.7009773,100.31999969482422,0.05626334995031357,,103,0.9477216176246499,1.6933464754450849,,0.001,56.08,66,,,,,,,
